Supermarkets	Supermarkets	Requires any 2 city tiles. Increase your M€ production 2 steps. 1 VP.
Hospitals	Hospitals	Decrease your energy production 1 step. 1 VP.	Action: Remove 1 disease resource from any of your cards to gain 1 M€ for each city tile. / Effect: When any city tile is placed, add 1 disease resource to this card.
PublicBaths	Public Baths	Requires 6 ocean tiles. Gain 6 M€. 1 VP.
CityParks	City Parks	Requires that you have 3 city tiles. Gain 2 plants. 2 VPs.
Casinos	Casinos	Requires that you have 1 city tile. Decrease your energy production 1 step and increase your M€ production 4 steps.
ProtectedGrowth	Protected Growth	Oxygen must be 7% or less. Gain 1 plant for each power tag you have.
StaticHarvesting	Static Harvesting	There must be 3 or fewer ocean tiles. Increase your energy production 1 step. Gain 1 M€ for each building tag you have.
Vermin	Vermin	[CLASS VerminWatcher].	Action: Add 1 animal to this card or add 1 microbe to any card. / Effect: When any city tile is placed, add 1 animal to this card.
WeatherBalloons	Weather Balloons	Draw a project card.	Action: Add 1 floater to this card, or remove 1 floater from this card to gain 1 M€ for each city tile on Mars.
PublicPlans	Public Plans	[1? / ProjectCard]. 1 VP.
SterlingVents	Sterling Vents	Decrease your heat production 2 steps and increase your energy production 2 steps. 1 VP.
FloydContinuum	Floyd Continuum		Action: [3 / GpComplete].
